First name,Last name,State,Job,2016 Role,District,Next up for re-election:,Position on Trump,Source,Cook Political Report rating,Opposing Democrat,Dem Website
Luke,Messer,IN,Representative,Incumbent Representative,6,2016,Support,http://www.indystar.com/story/news/politics/2016/05/06/indiana-gop-still-coming-terms-trump/84033120/,No,,
Catherine,Ping,IN,Candidate,Candidate for Representative,7,2016,Unknown,,No,,
Larry,Bucshon,IN,Representative,Incumbent Representative,8,2016,Support,http://www.indystar.com/story/news/politics/2016/05/06/indiana-gop-still-coming-terms-trump/84033120/,No,,
Trey,Hollingsworth,IN,Candidate,Candidate for Representative,9,2016,Unknown,,Likely Republican,Shelli Yoder,http://www.shelliforindiana.com/
Todd,Young,IN,Candidate,Candidate for Senator,N/A,2016,Support,http://www.indystar.com/story/news/politics/2016/05/06/indiana-gop-still-coming-terms-trump/84033120/,Toss-Up,Evan Bayh,http://evanbayhforindiana.com/
Eric,Holcomb,IN,Candidate,Candidate for Governor,N/A,2016,Support,http://www.indystar.com/story/news/politics/2016/10/11/indiana-democrats-seek-exploit-gops-trump-dilemma/91891446/,Toss-Up,John Gregg,http://www.greggforgovernor.com/
Roger,Marshall,KS,Candidate,Candidate for Representative,1,2016,Support,http://www.kansas.com/news/politics-government/election/article86352772.html,No,,
Lynn,Jenkins,KS,Representative,Incumbent Representative,2,2016,Support,http://www.kansascity.com/news/politics-government/article82255902.html,No,,
Kevin,Yoder,KS,Representative,Incumbent Representative,3,2016,Support,http://www.kansascity.com/news/politics-government/article82255902.html,Likely Republican,Jay Sidie,http://www.jay4congress.com/
Mike,Pompeo,KS,Representative,Incumbent Representative,4,2016,Support,http://www.kansascity.com/news/politics-government/article82255902.html,No,,
Sam,Brownback,KS,Governor,Incumbent Governor,N/A,2018,Endorser,http://www.politicususa.com/2016/08/21/kansas-economy-dies-trump-appoints-brownback-advisor.html,Not up for re-election,,
Pat,Roberts,KS,Senator,Incumbent Senator,N/A,2020,Support,http://cjonline.com/news/2016-05-04/top-kansas-republicans-say-theyll-back-trump-some-wont#,Not up for re-election,,
Jerry,Moran,KS,Senator,Incumbent Senator,N/A,2016,Unsure or won't say,http://www.kansas.com/opinion/opn-columns-blogs/now-consider-this/article93833602.html,No,,
James,Comer,KY,Candidate,Candidate for Representative,1,2016,Support,http://www.wkyt.com/content/news/Republicans-see-Trump-as-asset-in-quest-to-win-state-House-389386251.html,No,,
Brett,Guthrie,KY,Representative,Incumbent Representative,2,2016,Support,http://mycn2.com/politics/congressmen-thomas-massie-and-brett-guthrie-say-it-s-time-for-trump-to-work-on-uniting-gop,No,,
Harold,Bratcher,KY,Candidate,Candidate for Representative,3,2016,Unknown,,No,,
Thomas,Massie,KY,Representative,Incumbent Representative,4,2016,Support,http://mycn2.com/politics/congressmen-thomas-massie-and-brett-guthrie-say-it-s-time-for-trump-to-work-on-uniting-gop,No,,
Harold,Rogers,KY,Representative,Incumbent Representative,5,2016,Support,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Andy,Barr,KY,Representative,Incumbent Representative,6,2016,Unsure or won't say,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Rand,Paul,KY,Senator,Incumbent Senator,N/A,2016,Endorser,https://www.buzzfeed.com/natemcdermott/rand-paul-on-trump-ive-always-said-ill-endorse-the-nominee,No,,
Mitch,McConnell,KY,Senator,Incumbent Senator,N/A,2020,Endorser,http://www.politico.com/story/2016/05/mitch-mcconnell-donald-trump-222826#ixzz47thg6Fcj,Not up for re-election,,
Matt,Bevin,KY,Governor,Incumbent Governor,N/A,2019,Endorser,http://www.msnbc.com/rachel-maddow-show/gop-governor-envisions-bloodshed-if-trump-loses,Not up for re-election,,
Steve,Scalise,LA,Representative,Incumbent Representative,1,2016,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,No,,
Charles,Boustany,LA,Representative,Incumbent Representative,3,2016,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,No,,
John,Fleming,LA,Representative,Incumbent Representative,4,2016,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,No,,
Ralph,Abraham,LA,Representative,Incumbent Representative,5,2016,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,No,,
Garret,Graves,LA,Representative,Incumbent Representative,6,2016,Support,http://www.nola.com/opinions/index.ssf/2016/05/donald_trump_unites_louisiana.html,No,,
David,Vitter,LA,Senator,Incumbent Senator,N/A,2016,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,No,,
Bill,Cassidy,LA,Senator,Incumbent Senator,N/A,2020,Support,http://la.gop/blog/2016/5/5/lagop-chairman-villere-and-la-republican-congressional-leaders-congratulate-donald-trump-and-urge-louisiana-republicans-to-unite-to-defeat-hillary-clinton,Not up for re-election,,
Ann,Wofford,MA,Candidate,Candidate for Representative,3,2016,Endorser,http://www.whav.net/cms/haverhill-republicans-vote-to-endorse-donald-trump/,No,,
David,Rosa,MA,Candidate,Candidate for Representative,4,2016,Support,https://www.facebook.com/permalink.php?story_fbid=1808783422683020&id=1807711446123551,No,,
William,Burke,MA,Candidate,Candidate for Representative,8,2016,Unknown,,No,,
Mark,Alliegro,MA,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Charlie,Baker,MA,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,https://www.boston.com/news/politics/2016/05/08/charlie-bakers-anti-trump-stance-just-smart-politics,Not up for re-election,,
Andy,Harris,MD,Representative,Incumbent Representative,1,2016,Support,http://www.baltimoresun.com/news/nation-world/presidential-elections/bs-md-gop-convention-20160514-story.html,No,,
Pat,McDonough,MD,Candidate,Candidate for Representative,2,2016,Endorser,http://www.patmcdonoughforcongress.com/candidates-fringe-see-asset-trump/,No,,
Mark,Plaster,MD,Candidate,Candidate for Representative,3,2016,Support,http://www.wbal.com/article/163602/3/plaster-on-trump-redistricting-campaign-finance-reform,No,,
George,McDermott,MD,Candidate,Candidate for Representative,4,2016,Support,http://www.baltimoresun.com/news/nation-world/presidential-elections/bs-md-gop-convention-20160514-story.html,No,,
Mark,Arness,MD,Candidate,Candidate for Representative,5,2016,Unknown,,No,,
Amie,Hoeber,MD,Candidate,Candidate for Representative,6,2016,Unknown,,Likely Democrat,John Delaney,http://delaneyforcongress.com/
Corrogan,Vaughn,MD,Candidate,Candidate for Representative,7,2016,Endorser,http://ndctrump.com/who-we-are/,No,,
Dan,Cox,MD,Candidate,Candidate for Representative,8,2016,Unknown,,No,,
Larry,Hogan,MD,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,https://www.washingtonpost.com/local/md-politics/gov-larry-hogan-i-will-not-vote-for-donald-trump/2016/06/15/5d27b28c-3326-11e6-8758-d58e76e11b12_story.html,Not up for re-election,,
Mark,Holbrook,ME,Candidate,Candidate for Representative,1,2016,Support,http://thetippingpoint.bangordailynews.com/2016/08/25/state-politics/mark-holbrook-just-hold-your-nose-and-vote-for-me-and-trump/,,,
Bruce,Poliquin,ME,Representative,Incumbent Representative,2,2016,Unsure or won't say,http://thetippingpoint.bangordailynews.com/2016/07/21/state-politics/rep-poliquins-two-faced-approach-to-trump/,Toss-Up,,
Paul,LePage,ME,Governor,Incumbent Governor,N/A,2018,Endorser,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/paul-lepage-donald-trump-endorsement-219880,Not up for re-election,,
Susan,Collins,ME,Senator,Incumbent Senator,N/A,2020,Opposed before 2005 tape release,https://www.washingtonpost.com/opinions/gop-senator-why-i-cannot-support-trump/2016/08/08/821095be-5d7e-11e6-9d2f-b1a3564181a1_story.html,Not up for re-election,,
Jack,Bergman,MI,Candidate,Candidate for Representative,1,2016,Unknown,,Lean Republican,Lon Johnson,http://www.lonjohnson.com/
Bill,Huizenga,MI,Representative,Incumbent Representative,2,2016,Unsure or won't say,http://www.detroitnews.com/story/news/politics/2016/06/16/upton-endorsing-trump-train-track/85982354/,No,,
Justin,Amash,MI,Representative,Incumbent Representative,3,2016,Opposed before 2005 tape release,http://reason.com/blog/2016/02/26/amash-says-cruz-isnt-a-libertarian-wishe,No,,
John,Moolenaar,MI,Representative,Incumbent Representative,4,2016,Endorser,http://www.mlive.com/news/saginaw/index.ssf/2016/07/midland_congressman_endorses_d.html,No,,
Allen,Hardwick,MI,Candidate,Candidate for Representative,5,2016,Unknown,,No,,
Fred,Upton,MI,Representative,Incumbent Representative,6,2016,Unsure or won't say,http://www.detroitnews.com/story/news/politics/2016/06/16/upton-endorsing-trump-train-track/85982354/,No,,
Tim,Walberg,MI,Representative,Incumbent Representative,7,2016,Endorser,http://www.detroitnews.com/story/news/politics/2016/06/16/upton-endorsing-trump-train-track/85982354/,Lean Republican,Gretchen Driskell,http://votegretchen.com/
Mike,Bishop,MI,Representative,Incumbent Representative,8,2016,Endorser,http://www.detroitnews.com/story/news/politics/2016/06/16/upton-endorsing-trump-train-track/85982354/,No,,
Chrisopher,Morse,MI,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
Paul,Mitchell,MI,Candidate,Candidate for Representative,10,2016,Support,http://www.freep.com/story/news/politics/2016/05/04/michigan-republicans-begin-line-up-behind-donald-trump/83940484/,No,,
Dave,Trott,MI,Representative,Incumbent Representative,11,2016,Endorser,http://www.detroitnews.com/story/news/politics/2016/06/16/upton-endorsing-trump-train-track/85982354/,No,,
Jeff,Jones,MI,Candidate,Candidate for Representative,12,2016,Unknown,,No,,
Jeff,Gorman,MI,Candidate,Candidate for Representative,13,2016,Unknown,,No,,
Howard,Klausner,MI,Candidate,Candidate for Representative,14,2016,Unknown,,No,,
Rick,Snyder,MI,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,http://www.detroitnews.com/story/news/politics/2016/06/02/snyder-decides-endorsing-trump-president/85270198/,Not up for re-election,,
Jim,Hagedorn,MN,Candidate,Candidate for Representative,1,2016,Endorser,http://www.postbulletin.com/news/elections/hagedorn-doesn-t-shy-from-trump/article_8561224e-caec-5640-8e82-6f9dfd7c0277.html,No,,
Jason,Lewis,MN,Candidate,Candidate for Representative,2,2016,Endorser,http://theuptake.org/2016/05/08/jason-lewis-wins-gop-endorsement-will-support-trump/,Lean Democrat,Angie Craig,http://www.angiecraig.com/
Erik,Paulsen,MN,Representative,Incumbent Representative,3,2016,Opposed before 2005 tape release,http://www.startribune.com/trump-loses-support-of-minnesota-gop-leaders-including-u-s-rep-erik-paulsen/396411701/,Lean Republican,Terri Bonoff,http://www.terribonoff.com/
Greg,Ryan,MN,Candidate,Candidate for Representative,4,2016,Unknown,,No,,
Frank,Nelson Drake,MN,Candidate,Candidate for Representative,5,2016,Unknown,,No,,
Tom,Emmer,MN,Representative,Incumbent Representative,6,2016,Support,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Dave,Hughes,MN,Candidate,Candidate for Representative,7,2016,Unknown,,No,,
Stewart,Mills,MN,Candidate,Candidate for Representative,8,2016,Support,http://www.startribune.com/on-the-iron-range-nolan-battling-mills-and-trump/392784701/,Lean Democrat,Rick Nolan,http://www.nolanforcongress.org/
Steven,Bailey,MO,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
Ann,Wagner,MO,Representative,Incumbent Representative,2,2016,Opposed before 2005 tape release,http://www.stltoday.com/news/local/govt-and-politics/reps-ann-wagner-rodney-davis-withdraw-support-urge-trump-to/article_7c4ae0cb-2278-5751-a960-bc9805acf3e0.html,No,,
Blaine,Luetkemeyer,MO,Representative,Incumbent Representative,3,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,No,,
Vicky,Hartzler,MO,Representative,Incumbent Representative,4,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,No,,
Sam,Graves,MO,Representative,Incumbent Representative,6,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,No,,
Billy,Long,MO,Representative,Incumbent Representative,7,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,No,,
Jason,Smith,MO,Representative,Incumbent Representative,8,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,No,,
Roy,Blunt,MO,Senator,Incumbent Senator,N/A,2016,Endorser,http://semotimes.com/2016/09/entire-missouri-republican-congressional-delegation-and-all-republican-statewide-nominees-officially-endorse-donald-trump-for-president/,Toss-Up,Jason Kander,https://www.jasonkander.com/
Eric,Greitens,MO,Candidate,Candidate for Governor,N/A,2016,Unsure or won't say,http://www.stltoday.com/news/local/govt-and-politics/gop-hopefuls-for-missouri-governor-stand-by-trump-but-not/article_b895ed33-e887-533f-abf2-143e6d3382f6.html,Toss-Up,Chris Koster,http://chriskoster.com/
Trent,Kelly,MS,Representative,Incumbent Representative,1,2016,Endorser,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
John,Bouie Jr,MS,Candidate,Candidate for Representative,2,2016,Unknown,,No,,
Gregg,Harper,MS,Representative,Incumbent Representative,3,2016,Support,http://www.clarionledger.com/story/news/politics/2016/05/04/mississippi-governor-supporting-trump/83913606/?wpmm=1&wpisrc=nl_daily202,No,,
Steven,Palazzo,MS,Representative,Incumbent Representative,4,2016,Endorser,https://www.donaldjtrump.com/press-releases/congressman-steven-palazzo-statement-on-donald-j.-trump,No,,
Thad,Cochran,MS,Senator,Incumbent Senator,N/A,2020,Support,http://www.jacksonfreepress.com/news/2016/may/05/lott-trump-sucked-all-oxygen-out-gop-opponents/,Not up for re-election,,
Roger,Wicker,MS,Senator,Incumbent Senator,N/A,2018,Support,http://www.clarionledger.com/story/news/politics/2016/05/04/mississippi-gop-members-congress-backing-trump/83929818/,Not up for re-election,,
Phil,Bryant,MS,Governor,Incumbent Governor,N/A,2019,Support,http://www.jacksonfreepress.com/news/2016/oct/10/mississippi-gov-phil-bryant-sticks-trump-after-rem/,Not up for re-election,,
Ryan,Zinke,MT,Representative,Incumbent Representative,0,2016,Endorser,http://www.washingtonexaminer.com/navy-seal-congressman-zinke-endorses-trump/article/2592224,Likely Republican,Denise Juneau,http://denisejuneau.com/
Steve,Daines,MT,Senator,Incumbent Senator,N/A,2020,Support,http://www.politico.com/story/2016/05/donald-trump-gop-endorsements-222894,Not up for re-election,,
Greg,Gianforte,MT,Candidate,Candidate for Governor,N/A,2016,Support,http://www.kulr8.com/story/33348731/the-latest-gianforte-says-he-still-supports-trump,Lean Democrat,Steve Bullock,http://stevebullock.com/
H. Powell,Dew Jr,NC,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
George,Holding,NC,Representative,Incumbent Representative,2,2016,Endorser,http://www.mcclatchydc.com/news/politics-government/election/article76801957.html,No,,
Walter,Jones,NC,Representative,Incumbent Representative,3,2016,Support,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Sue,Googe,NC,Candidate,Candidate for Representative,4,2016,Endorser,http://qz.com/685279/a-chinese-american-woman-is-running-for-us-congress-with-a-machine-gun-and-a-faux-google-logo/,No,,
Virginia,Foxx,NC,Representative,Incumbent Representative,5,2016,Support,http://www.journalnow.com/news/elections/national/u-s-rep-foxx-on-trump-not-to-support-the/article_aa8aaf2d-7536-519f-b33c-8923c0844c30.html,No,,
Mark,Walker,NC,Representative,Incumbent Representative,6,2016,Support,http://www.newsobserver.com/news/politics-government/election/article82849802.html,No,,
David,Rouzer,NC,Representative,Incumbent Representative,7,2016,Support,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Richard,Hudson,NC,Representative,Incumbent Representative,8,2016,Support,http://www.newsobserver.com/news/politics-government/election/article82849802.html,No,,
Robert,Pittenger,NC,Representative,Incumbent Representative,9,2016,Endorser,http://www.newsobserver.com/news/politics-government/election/article82849802.html,No,,
Patrick,McHenry,NC,Representative,Incumbent Representative,10,2016,Support,http://www.charlotteobserver.com/news/politics-government/election/article80034742.html,No,,
Mark,Meadows,NC,Representative,Incumbent Representative,11,2016,Support,http://wlos.com/news/connect-to-congress/connect-to-congress-rep-mark-meadows-06-08-2016,No,,
Leon,Threatt,NC,Candidate,Candidate for Representative,12,2016,Unknown,,No,,
Ted,Budd,NC,Representative,Incumbent Representative,13,2016,Endorser,https://triad-city-beat.com/2016/09/new-13th-district-favors-republican-candidate-aligned-trump/,No,,
Thom,Tillis,NC,Senator,Incumbent Senator,N/A,2020,Endorser,http://raycomgroup.worldnow.com/story/32113041/a-closer-look-sen-thom-tillis-on-trump-hb2,Not up for re-election,,
Richard,Burr,NC,Senator,Incumbent Senator,N/A,2016,Endorser,http://www.indyweek.com/news/archives/2016/05/05/richard-burr-is-neverhillary-will-support-donald-trump,Toss-Up,Deborah Ross,https://www.deborahross.com/
Pat,McCrory,NC,Governor,Incumbent Governor,N/A,2016,Endorser,http://www.charlotteobserver.com/news/politics-government/campaign-tracker-blog/article106933257.html,Toss-Up,Roy Cooper,http://www.roycooper.com/
Kevin,Cramer,ND,Representative,Incumbent Representative,0,2016,Endorser,http://bismarcktribune.com/news/state-and-regional/cramer-defends-endorsement-of-trump/article_a76ccbc1-e0d4-5bdc-a5f1-cf5b82cff038.html,No,,
John,Hoeven,ND,Senator,Incumbent Senator,N/A,2016,Support,https://www.sayanythingblog.com/entry/senator-john-hoeven-condemns-trump-comments-doesnt-withdraw-support/,No,,
Doug,Burgum,ND,Governor,Incumbent Governor,N/A,2016,Support,http://www.kfyrtv.com/home/headlines/Doug-Burgum-Supports-Trump-Looks-forward-to-Republican-in-White-House---378346831.html,No,,
Jeff,Fortenberry,NE,Representative,Incumbent Representative,1,2016,Opposed after 2005 tape release,http://www.omaha.com/news/politics/ricketts-calls-trump-s-comments-dangerous-fortenberry-joins-others-asking/article_70de9bd8-8d8a-11e6-b7b7-3f336a0304b1.html,No,,
Don,Bacon,NE,Candidate,Candidate for Representative,2,2016,Unsure or won't say,http://norfolkdailynews.com/news/fischer-a-staunch-supporter-cuts-ties-with-trump/article_d6fa670e-8ef1-11e6-874d-4700a153444e.html,Toss-Up,Brad Ashford,http://www.bradashford.com/
Adrian,Smith,NE,Representative,Incumbent Representative,3,2016,Support,http://www.knopnews2.com/content/news/Rep-Adrian-Smith--378473241.html,No,,
Deb,Fischer,NE,Senator,Incumbent Senator,N/A,2018,Opposed after 2005 tape release,http://www.omaha.com/news/politics/sen-deb-fischer-calls-for-trump-to-step-aside-as/article_6c6df7aa-8d86-11e6-a9fe-1bded91fe35d.html,Not up for re-election,,
Ben,Sasse,NE,Senator,Incumbent Senator,N/A,2020,Opposed before 2005 tape release,https://www.facebook.com/sassefornebraska/posts/593031420862025,Not up for re-election,,
Pete,Ricketts,NE,Governor,Incumbent Governor,N/A,2018,Support,http://www.ketv.com/news/trumps-running-mate-to-campaign-in-omaha-tuesday/42031280,Not up for re-election,,
Frank,Guinta,NH,Representative,Incumbent Representative,1,2016,Qualified support,http://nhpr.org/post/guinta-leadership-opioids-will-be-election-focus-trump-good-country,Lean Democrat,Carol Shea-Porter,http://www.sheaporter.com/
Jim,Lawrence,NH,Candidate,Candidate for Representative,2,2016,Support,http://www.nh1.com/news/congressional-candidate-jim-lawrence-tells-nh1-news-the-2nd-time-s-going-to-be-the-charm-/,No,,
Kelly,Ayotte,NH,Senator,Incumbent Senator,N/A,2016,Opposed after 2005 tape release,http://www.politico.com/story/2016/10/kelly-ayotte-donald-trump-229420,Toss-Up,Maggie Hassan,
Chris,Sununu,NH,Candidate,Candidate for Governor,N/A,2016,Support,http://www.unionleader.com/voters-first/chris-sununu-running-for-governor-stands-by-trump-as-others-bail-20161010,Toss-Up,Colin Van Ostern,http://vanostern.com/
Bob,Patterson,NJ,Candidate,Candidate for Representative,1,2016,Support,http://www.breitbart.com/2016-presidential-race/2016/06/25/dem-elected-officials-turn-republican-trump-new-jersey/,No,,
Frank,LoBiondo,NJ,Representative,Incumbent Representative,2,2016,Opposed after 2005 tape release,http://www.pressofatlanticcity.com/politics/lobiondo-to-write-in-pence-for-president-after-trump-comments/article_fcf8ee01-37a9-5013-a8df-b31c46ba6f53.html,No,,
Tom,MacArthur,NJ,Representative,Incumbent Representative,3,2016,Support,http://politicsoc.com/2016/06/tom-macarthurs-uneasy-embrace-trump/,No,,
Christopher,Smith,NJ,Representative,Incumbent Representative,4,2016,Unsure or won't say,http://www.washingtonexaminer.com/full-list-where-every-republican-in-congress-stands-on-donald-trump/article/2592510,No,,
Scott,Garrett,NJ,Representative,Incumbent Representative,5,2016,Opposed after 2005 tape release,http://patch.com/new-jersey/ridgewood/rep-scott-garrett-denounces-donald-trump-over-sexist-comments,Toss-Up,Josh Gottheimer,http://josh4congress.com/
Brent,Sonnek-Schmelz,NJ,Candidate,Candidate for Representative,6,2016,Unknown,,No,,
Leonard,Lance,NJ,Representative,Incumbent Representative,7,2016,Endorser,http://observer.com/2016/05/lance-endorses-trump-for-president/,No,,
Agha,Khan,NJ,Candidate,Candidate for Representative,8,2016,Unknown,,No,,
Hector,Castillo,NJ,Candidate,Candidate for Representative,9,2016,Unknown,,No,,
David,Pinckney,NJ,Candidate,Candidate for Representative,10,2016,Unknown,,No,,
Rodney,Frelinghuysen,NJ,Representative,Incumbent Representative,11,2016,Support,http://morristowngreen.com/2016/07/05/frelinghuysen-on-gun-laws-and-trump/,No,,
Steven,Uccio,NJ,Candidate,Candidate for Representative,12,2016,Unsure or won't say,https://princetonsummerjournal.com/2016/08/16/steven-uccio-red-candidate-in-a-blue-state/,No,,
Chris,Christie,NJ,Governor,Incumbent Governor,N/A,2017,Endorser,http://www.cnn.com/2016/02/26/politics/chris-christie-endorses-donald-trump/,Not up for re-election,,
Richard,Priem,NM,Candidate,Candidate for Representative,1,2016,Unknown,,No,,
Steve,Pearce,NM,Representative,Incumbent Representative,2,2016,Support,https://www.abqjournal.com/809272/pearce-wont-dump-trump-but-hes-keeping-his-distance-for-now.html,No,,
Michael,Romero,NM,Candidate,Candidate for Representative,3,2016,Unknown,,No,,
Susana,Martinez,NM,Governor,Incumbent Governor,N/A,2018,Opposed before 2005 tape release,http://www.santafenewmexican.com/news/local_news/gov-martinez-says-she-won-t-back-trump/article_1f37ef31-8109-5dfe-b0b2-5273fa84704a.html,Not up for re-election,,
Mary,Perry,NV,Candidate,Candidate for Representative,1,2016,Support,https://lasvegassun.com/news/2016/aug/14/5-nevada-politicians-stand-by-trump-heres-what-tha/,No,,
Mark,Amodei,NV,Representative,Incumbent Representative,2,2016,Support,https://lasvegassun.com/news/2016/aug/14/5-nevada-politicians-stand-by-trump-heres-what-tha/,No,,
Danny,Tarkanian,NV,Representative,Incumbent Representative,3,2016,Endorser,http://www.reviewjournal.com/politics/election-2016/congressional-candidate-tarkanian-hypes-trump-convention,Toss-Up,,
Cresent,Hardy,NV,Representative,Incumbent Representative,4,2016,Opposed after 2005 tape release,http://www.politico.com/story/2016/10/nevada-heck-hardy-trump-229354,Lean Democrat,,
Joe,Heck,NV,Candidate,Candidate for Senator,N/A,2016,Opposed after 2005 tape release,http://www.politico.com/story/2016/10/nevada-heck-hardy-trump-229354,Toss-Up,Catherine Cortez Masto,http://catherinecortezmasto.com/
Brian,Sandoval,NV,Governor,Incumbent Governor,N/A,2018,Opposed after 2005 tape release,http://www.kolotv.com/content/news/Republicans-including-Gov-Brian-Sandoval-back-away-from-Trump-396422681.html,Not up for re-election,,
Dean,Heller,NV,Senator,Incumbent Senator,N/A,2018,Opposed before 2005 tape release,http://www.redstate.com/leon_h_wolf/2016/06/30/yet-another-gop-senator-goes-nevertrump-least-pretty-darn-close/,Not up for re-election,,
Lee,Zeldin,NY,Representative,Incumbent Representative,1,2016,Endorser,http://www.newsday.com/long-island/politics/spin-cycle/reps-peter-king-lee-zeldin-endorse-donald-trump-for-president-1.11762295,Lean Republican,,
Peter,King,NY,Representative,Incumbent Representative,2,2016,Endorser,http://www.newsday.com/long-island/politics/spin-cycle/reps-peter-king-lee-zeldin-endorse-donald-trump-for-president-1.11762295,No,,
Jack,Martins,NY,Candidate,Candidate for Representative,3,2016,Support,http://www.theislandnow.com/news/jack-martins-elaborates-on-trump-support-at-forum/article_e15edbe6-704f-11e6-88fa-e3691f54c5ec.html,Lean Democrat,Tom Suozzi,
David,Gurfein,NY,Candidate,Candidate for Representative,4,2016,Unsure or won't say,http://www.theislandnow.com/news/congressional-candidate-calls-on-gopers-to-denounce-donald-trump/article_161e1f76-e6e0-11e5-9292-0b57f7e69df3.html,No,,
Michael,O'Reilly,NY,Candidate,Candidate for Representative,5,2016,Unknown,,No,,
Daniel,Maio,NY,Candidate,Candidate for Representative,6,2016,Unknown,,No,,
Allan,Romaguera,NY,Candidate,Candidate for Representative,7,2016,Unknown,,No,,
Philip,Rosenthal,NY,Candidate,Candidate for Representative,10,2016,Unknown,,No,,
Daniel,Donovan,NY,Representative,Incumbent Representative,11,2016,Qualified support,http://www.silive.com/news/index.ssf/2016/03/rep_donovan_will_support_trump.html,No,,
Robert,Ardini,NY,Candidate,Candidate for Representative,12,2016,Unknown,,No,,
Tony,Evans,NY,Candidate,Candidate for Representative,13,2016,Unknown,,No,,
Frank,Spotorno,NY,Candidate,Candidate for Representative,14,2016,Unknown,,No,,
Alejandro,Vega,NY,Candidate,Candidate for Representative,15,2016,Unknown,,No,,
Kenneth,Del Vecchio,NY,Candidate,Candidate for Representative,18,2016,Endorser,http://kendelvecchioforcongress.com/,No,,
John,Faso,NY,Candidate,Candidate for Representative,19,2016,Support,http://www.dailyfreeman.com/general-news/20161008/trump-audio-doesnt-sway-faso-from-support-of-gop-nominee,Toss-Up,Zephyr Teachout,http://www.zephyrteachoutforcongress.com/
Francis,Vitollo,NY,Candidate,Candidate for Representative,20,2016,Unknown,,No,,
Elise,Stefanik,NY,Representative,Incumbent Representative,21,2016,Support,http://www.cbsnews.com/news/where-do-all-28-gop-women-in-congress-stand-on-donald-trump/,Likely Republican,Mike Derrick,http://www.derrickforcongress.com/
Claudia,Tenney,NY,Candidate,Candidate for Representative,22,2016,Endorser,http://www.wktv.com/news/Myers_calls_on_Tenney_to_denounce_Trump_.html,Toss-Up,Kim Myers,https://myersforcongress.com/
Tom,Reed,NY,Representative,Incumbent Representative,23,2016,Endorser,http://www.syracuse.com/politics/index.ssf/2016/03/a_2nd_new_york_congressman_endorses_donald_trump_for_president.html,Lean Republican,John Plumb,http://johnplumbforcongress.com/
John,Katko,NY,Representative,Incumbent Representative,24,2016,Opposed after 2005 tape release,http://www.syracuse.com/politics/index.ssf/2016/10/rep_john_katko_donald_trump_should_drop_out_of_presidential_race.html,Lean Republican,Colleen Deacon,https://colleendeacon.com/
